year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2015,43,,ciencias-humanas,"Só num sentido muito restrito, o indivíduo cria com seus próprios recursos o modo de falar e de pensar que lhe são atribuídos. Fala o idioma de seu grupo; pensa à maneira de seu grupo. Encontra a sua disposição apenas determinadas palavras e significados. Estas não só determinam, em grau considerável, as vias de acesso mental ao mundo circundante, mas também mostram, ao mesmo tempo, sob que ângulo e em que contexto de atividade os objetos foram até agora perceptíveis ao grupo ou ao indivíduo.

MANNHEIM, K. **Ideologia e utopia**. Porto Alegre: Globo 1950 (adaptado)","Ilustrando uma proposição básica da sociologia do conhecimento, o argumento de Karl Mannheim defende que o(a)",Conhecimento sobre a realidade é condicionado socialmente.,Submissão ao grupo manipula o conhecimento do mundo.,Divergência é um privilégio de indivíduos excepcionais.,Educação formal determina o conhecimento do idioma.,Domínio das línguas universaliza o conhecimento.,A,False
2015,44,,ciencias-humanas,"A Unesco condenou a destruição da antiga capital assíria de Nimrod, no Iraque, pelo Estado Islâmico, com a agência da ONU considerando o ato como um crime de guerra. O grupo iniciou um processo de demolição em vários sítios arqueológicos em uma área reconhecida como um dos berços da civilização.

**Unesco e especialistas condenam destruição de cidade assíria pelo Estado Islâmico**. Disponivel em: http://oglobo.globo.com. Acesso em: 30 mar. 2015 (adaptado).",O tipo de atentado descrito no texto tem como consequência para as populações de países como o Iraque a desestruturação do(a),Homogeneidade cultural.,Patrimônio histórico.,Controle ocidental.,Unidade étnica.,Religião oficial.,B,False
2015,45,,ciencias-humanas,"A questão ambiental, uma das principais pautas contemporâneas, possibilitou o surgimento de concepções políticas diversas, dentre as quais se destaca a preservação ambiental, que sugere uma ideia de intocabilidade da natureza e impede o seu aproveitamento econômico sob qualquer justificativa.

PORTO-GONÇALVES, C. W. **A globalização da natureza e a natureza da globalização**. Rio de Janeiro: Civilização Brasileira, 2006 (adaptado).","Considerando as atuais concepções políticas sobre a questão ambiental, a dinâmica caracterizada no texto quanto à proteção do meio ambiente está baseada na",Prática econômica sustentável.,Contenção de impactos ambientais.,Utilização progressiva dos recursos naturais.,Proibição permanente da exploração da natureza.,Definição de áreas prioritárias para a exploração econômica,D,False
2015,46,,ciencias-humanas,"Hipoxia ou mal das alturas consiste na diminuição de oxigênio (O2) no sangue arterial do organismo. Por essa razão, muitos atletas apresentam mal-estar (dores de cabeça, tontura, falta de ar etc.) ao praticarem atividade física em altitudes elevadas. Nessas condições, ocorrerá uma diminuição na concentração de hemoglobina oxigenada (HbO2) em equilíbrio no sangue, conforme a relação:

![](https://enem.dev/2015/questions/46/be0a7ac3-da20-4e80-afe9-52a7f0062bcc.png)

**Mal da montanha**. Disponível em: www.feng.pucrs.br. Acesso em: 11 fev. 2015 (adaptado).",A alteração da concentração de hemoglobina oxigenada no sangue ocorre por causa do(a),Elevação da pressão arterial.,Aumento da temperatura corporal.,Redução da temperatura do ambiente.,Queda da pressão parcial de oxigênio.,Diminuição da quantidade de hemácias.,D,True
2015,47,,ciencias-natureza,,"Considerando esse escurecimento das águas, o impacto negativo inicial que ocorre é o(a)",Eutrofização.,Proliferação de algas.,Inibição da fotossíntese.,Fotodegradação da matéria orgânica.,Aumento da quantidade de gases dissolvidos.,C,False
2015,48,,ciencias-natureza,"Muitos estudos de síntese e endereçamento de proteínas utilizam aminoácidos marcados radioativamente para acompanhar as proteínas, desde fases iniciais de sua produção até seu destino final. Esses ensaios foram muito empregados para estudo e caracterização de células secretoras.","Após esses ensaios de radioatividade, qual o gráfico que representa a evolução temporal da produção de proteínas e sua localização em uma célula secretora?",,,,,,C,False
2015,49,,ciencias-natureza,"![](https://enem.dev/2015/questions/49/8e90f92f-f8c7-4383-a642-b48dfef28550.png)

Considere uma região plana onde a insolação (energia solar por unidade de tempo e de área que chega à superfície da Terra) seja de 1 000 W/m² , que o carro solar possua massa de 200 kg e seja construído de forma que o painel fotovoltaico em seu topo tenha uma área de 9,0 m² e rendimento de 30%.","Desprezando as forças de resistência do ar, o tempo que esse carro solar levaria, a partir do repouso, para atingir a velocidade de 108 km/h é um valor mais próximo de","1,0 s.","4,0 s.",10 s.,33 s.,300 s.,D,True
2015,5,,ciencias-humanas,"A casa de Deus, que acreditam una, está, portanto, dividida em três: uns oram, outros combatem, outros, enfim, trabalham. Essas três partes que coexistem não suportam ser separadas; os serviços prestados por uma são a condição das obras das outras duas; cada uma por sua vez encarrega-se de aliviar o conjunto… Assim a lei pode triunfar e o mundo gozar da paz.

ALDALBERON DE LAON, In: SPINOSA, F. **Antologia de textos históricos medievais**. Lisboa: Sá da Costa, 1981.","A ideologia apresentada por Aldalberon de Laon foi produzida durante a Idade Média. Um objetivo de tal ideologia e um processo que a ela se opôs estão indicados, respectivamente, em:",Justificar a dominação estamental / revoltas camponestas.,Subverter a hierarquia social / centralização monárquica.,Impedir a igualdade jurídica / revoluções burguesas.,Controlar a exploração econômica / unificação monetária.,Questionar a ordem divina / Reforma Católica.,A,False
2015,50,,ciencias-natureza,"![](https://enem.dev/2015/questions/50/8fe7b2bf-2b9e-45ce-b602-02f97af15325.png)

Para selecionar um filtro solar que apresente absorção máxima na faixa UV-B, uma pessoa analisou os espectros de absorção da radiação UV de cinco filtros solares:

![](https://enem.dev/2015/questions/50/e0f1ee0e-3b76-4274-b048-49cd8c8fc7ca.png)

Considere: velocidade da luz = 3,0×108 m/s e 1 nm = 1,0×10\-9 m.",O filtro solar que a pessoa deve selecionar é o,V.,IV.,III.,II.,I.,B,True
2015,51,,ciencias-natureza,"Um grupo de pesquisadores desenvolveu um método simples, barato e eficaz de remoção de petróleo contaminante na água, que utiliza um plástico produzido a partir do líquido da castanha-de-caju (LCC). A composição química do LCC é muito parecida com a do petróleo e suas moléculas, por suas características, interagem formando agregados com o petróleo. Para retirar os agregados da água, os pesquisadores misturam ao LCC nanopartículas magnéticas.

KIFFER, D. **Novo método para remoção de petróleo usa óleo de mamona e castanha-de-caju**. Disponível em: www.faperj.br. Acesso em: 31 jul. 2012 (adaptado).","Essa técnica considera dois processos de separação de misturas, sendo eles, respectivamente,",Flotação e decantação.,Decomposição e centrifugação.,Floculação e separação magnética.,Destilação fracionada e peneiração.,Dissolução fracionada e magnetização.,C,False
2015,52,,ciencias-natureza,,O fenômeno de “derretimento” decorre da,Absorção da umidade presente no ar atmosférico.,Fusão do hidróxido pela troca de calor com o ambiente.,Reação das impurezas do produto com o oxigênio do ar.,Adsorção de gases atmosféricos na superfície do sólido.,Reação do hidróxido de sódio com o gás nitrogênio presente no ar.,A,False
2015,53,,ciencias-natureza,![](https://enem.dev/2015/questions/53/f6577ff9-b0f3-41b3-9e2a-43ab4aa243a7.png),"Expressa em termos do comprimento de onda (λ), a espessura mínima é igual a",Λ / 4.,Λ / 2.,3λ / 4.,Λ.,2λ.,A,True
2015,54,,ciencias-natureza,"Um importante princípio da biologia, relacionado à transmissão de caracteres e à embriogênese humana, foi quebrado com a descoberta do microquimerismo fetal. Microquimerismo é o nome dado ao fenômeno biológico referente a uma pequena população de células ou DNA presente em um indivíduo, mas derivada de um organismo geneticamente distinto. Investigando-se a presença do cromossomo Y, foi revelado que diversos tecidos de mulheres continham células masculinas. A análise do histórico médico revelou uma correlação extremamente curiosa: apenas as mulheres que antes tiveram filhos homens apresentaram microquimerismo masculino. Essa correlação levou à interpretação de que existe uma troca natural entre células do feto e maternas durante a gravidez.

MUOTRI, A. **Você não é só você**: carregamos células maternas na maioria de nossos órgãos. Disponível em: http://g1.globo.com. Acesso em: 4 dez. 2012 (adaptado).","O princípio contestado com essa descoberta, relacionado ao desenvolvimento do corpo humano, é o de que",O fenótipo das nossas células pode mudar por influência do meio ambiente.,A dominância genética determina a expressão de alguns genes.,As mutações genéticas introduzem variabilidade no genoma.,As mitocôndrias e o seu DNA provêm do gameta materno.,As nossas células corporais provêm de um único zigoto.,E,False
2015,55,,ciencias-natureza,,"Qual o valor mais próximo do volume da solução nutritiva, em litros, que o produtor deve adicionar ao tanque?",26,41,45,51,82,B,False
2015,56,,ciencias-humanas,"Algumas raças de cães domésticos não conseguem copular entre si devido à grande diferença em seus tamanhos corporais. Ainda assim, tal dificuldade reprodutiva não ocasiona a formação de novas espécies (especiação).",Essa especiação não ocorre devido ao(à),Oscilação genética das raças.,Convergência adaptativa das raças.,Isolamento geógrafico entre as raças.,Seleção natural que ocorre entre as raças.,Manutenção do fluxo gênico entre as raças.,E,False
2015,57,,ciencias-natureza,"O ar atmosférico pode ser utilizado para armazenar o excedente de energia gerada no sistema elétrico, diminuindo seu desperdício, por meio do seguinte processo: água e gás carbônico são inicialmente removidos do ar atmosférico e a massa de ar restante é resfriada ate -198°C. Presente na proporção de 78% dessa massa de ar, o nitrogênio gasoso é liquefeito, ocupando um volume 700 vezes menor. A energia excedente do sistema elétrico é utilizada nesse processo, sendo parcialmente recuperada quando o nitrogênio líquido, exposto à temperatura ambiente, entra em ebulição e se expande, fazendo girar turbinas que convertem energia mecânica em energia elétrica.

MACHADO, R. Disponível em: www.correiobraziliense.com.br. Acesso em: 9 set. 2013 (adaptado).","No processo descrito, o excedente de energia elétrica é armazenado pela",Expansão do nitrogênio durante a ebulição.,Absorção de calor pelo nitrogênio durante a ebulição.,Realização de trabalho sobre o nitrogênio durante a liquefação.,Retirada de água e gás carbônico da atmosfera antes do resfriamento.,Liberação de calor do nitrogênio para a vizinhança durante a liquefação,C,False
2015,58,,ciencias-natureza,"Alimentos em conserva são frequentemente armazenados em latas metálicas seladas, fabricadas com um material chamado folha de flandres, que consiste de uma chapa de aço revestida com uma fina camada de estanho, metal brilhante e de difícil oxidação. É comum que a superfície interna seja ainda revestida por uma camada de verniz à base de epóxi, embora também existam latas sem esse revestimento, apresentando uma camada de estanho mais espessa.

SANTANA, V. M. S. A leitura e a química das substâncias. **Cadernos PDE**. Ivaiporã: Secretaria de Estado da Educação do Paraná (SEED); Universidade Estadual de Londrina, 2010 (adaptado).",Comprar uma lata de conserva amassada no supermercado é desaconselhável porque o amassado pode,"Alterar a pressão no interior da lata, promovendo a degradação acelerada do alimento.","Romper a camada de estanho, permitindo a corrosão do ferro e alterações do alimento.","Prejudicar o apelo visual da embalagem, apesar de não afetar as propriedades do alimento.","Romper a camada de verniz, fazendo com que o metal tóxico estanho contamine o alimento.","Desprender camadas de verniz, que se dissolverão no meio aquoso, contaminando o alimento.",B,False
